doi_pref,name,coci_open,crossref_close,crossref_visibility,tot_dois,deposits_flag
"10.11593","nn",1,0,nn,nn,nn
"10.11594","nn",59,19,nn,nn,nn
"10.11595","nn",7,1,nn,nn,nn
"10.11596","nn",25,5,nn,nn,nn
"10.11597","nn",7,0,nn,nn,nn
"10.11598","nn",5,1,nn,nn,nn
"10.11599","nn",163,54,nn,nn,nn
"10.1160","[[Georg Thieme Verlag KG (ID 194)]]",31650,11762,[[open]],[["754732,75243"]],[["true,true"]]
"10.3886","nn",774,122,nn,nn,nn
"10.1353","nn",328992,76233,nn,nn,nn
"10.1139","[[Canadian Science Publishing (ID 155)]]",1174305,1037464,[[open]],[["183051,6165"]],[["true,true"]]
"10.1541","nn",24986,3950,nn,nn,nn
"10.5642","nn",1790,1613,nn,nn,nn
"10.5643","nn",101,28,nn,nn,nn
"10.5644","nn",285,61,nn,nn,nn
"10.5645","nn",15,3,nn,nn,nn
"10.5646","nn",49,2,nn,nn,nn
"10.5647","nn",37,26,nn,nn,nn
"10.5648","nn",1,0,nn,nn,nn
"10.5649","nn",2841,240,nn,nn,nn
"10.5650","nn",9675,5162,nn,nn,nn
"10.1576","[[Royal College of Obstetricians & Gynaecologists (RCOG) (ID 440)]]",868,345,[[open]],[["78,0"]],[["true,false"]]
"10.15760","nn",236,77,nn,nn,nn
"10.15761","nn",530,-57,nn,nn,nn
"10.3312","nn",1044,264,nn,nn,nn
"10.3313","nn",636,190,nn,nn,nn
"10.3314","nn",2389,1079,nn,nn,nn
"10.3315","nn",578,198,nn,nn,nn
"10.3316","nn",1046,146,nn,nn,nn
"10.3317","[[SAGE Publications (ID 179)]]",2169,1747,[[open]],[["2167219,146411"]],[["true,true"]]
"10.3318","nn",1223,501,nn,nn,nn
"10.3319","nn",3512,3456,nn,nn,nn
"10.3320","nn",423,10,nn,nn,nn
"10.1359","[[Wiley (ID 311)]]",111466,107873,[[open]],[["8172784,567515"]],[["true,true"]]
"10.1360","nn",20458,15891,nn,nn,nn
"10.9790","nn",6450,1010,nn,nn,nn
"10.9791","nn",1,0,nn,nn,nn
"10.9793","nn",293,23,nn,nn,nn
"10.9794","nn",21,10,nn,nn,nn
"10.9795","nn",580,295,nn,nn,nn
"10.9797","nn",5,0,nn,nn,nn
"10.9798","nn",710,26,nn,nn,nn
"10.9799","nn",1509,5,nn,nn,nn
"10.5465","nn",236013,44405,nn,nn,nn
"10.20886","nn",95,18,nn,nn,nn
"10.20888","nn",1,-1,nn,nn,nn
"10.20889","nn",3,-1,nn,nn,nn
"10.20890","nn",0,0,nn,nn,nn
"10.20891","nn",1,1,nn,nn,nn
"10.20892","nn",260,127,nn,nn,nn
"10.20894","nn",17,2,nn,nn,nn
"10.20895","nn",3,0,nn,nn,nn
"10.20896","nn",45,2,nn,nn,nn
"10.20897","nn",22,4,nn,nn,nn
"10.20898","nn",12,3,nn,nn,nn
"10.20899","nn",27,1,nn,nn,nn
"10.20900","nn",5,0,nn,nn,nn
"10.20901","nn",1,0,nn,nn,nn
"10.20902","nn",3,1,nn,nn,nn
"10.20903","nn",1,0,nn,nn,nn
"10.20904","nn",5,1,nn,nn,nn
"10.20906","nn",70,8,nn,nn,nn
"10.20907","nn",0,0,nn,nn,nn
"10.20908","nn",4,0,nn,nn,nn
"10.20909","nn",9,2,nn,nn,nn
"10.20910","nn",5,1,nn,nn,nn
"10.20911","nn",18,0,nn,nn,nn
"10.20912","nn",0,0,nn,nn,nn
"10.1504","nn",158424,53028,nn,nn,nn
"10.1128","[[American Society for Microbiology (ID 235)]]",3084093,1899239,[[open]],[["164776,12851"]],[["true,true"]]
"10.5334","[[Ubiquity Press, Ltd. (ID 3285)]]",8222,1298,[[open]],[["12833,3989"]],[["true,true"]]
"10.5335","nn",62,6,nn,nn,nn
"10.5336","nn",335,102,nn,nn,nn
"10.5337","nn",347,32,nn,nn,nn
"10.5338","nn",1565,67,nn,nn,nn
"10.5339","[[Hamad bin Khalifa University Press (HBKU Press) (ID 3277)]]",892,30,[[open]],[["4008,168"]],[["true,true"]]
"10.4172","nn",25174,6004,nn,nn,nn
"10.1140","[[Springer Nature (ID 297)]]",259685,81349,[[open]],[["11021468,1230426"]],[["true,true"]]
"10.5553","nn",203,26,nn,nn,nn
"10.5554","nn",132,3,nn,nn,nn
"10.5555","[[Test accounts (ID 7822)]]",201,97,[[closed]],[["155325,90"]],[["true,true"]]
"10.5556","nn",169,42,nn,nn,nn
"10.5557","nn",5,0,nn,nn,nn
"10.5558","nn",13188,4931,nn,nn,nn
"10.2164","[[Wiley (ID 311)]]",9913,5797,[[open]],[["8172784,567515"]],[["true,true"]]
"10.21640","nn",66,-21,nn,nn,nn
"10.21641","nn",0,0,nn,nn,nn
"10.21642","nn",65,44,nn,nn,nn
"10.21644","nn",0,0,nn,nn,nn
"10.21645","nn",0,0,nn,nn,nn
"10.21646","nn",0,0,nn,nn,nn
"10.21647","nn",2,-1,nn,nn,nn
"10.21648","nn",175,44,nn,nn,nn
"10.21649","nn",39,-29,nn,nn,nn
"10.3775","nn",1134,1705,nn,nn,nn
"10.3776","nn",207,16,nn,nn,nn
"10.3777","nn",64,15,nn,nn,nn
"10.3788","nn",8509,5419,nn,nn,nn
"10.3991","nn",2086,147,nn,nn,nn
"10.3992","[[College Publishing (ID 2370)]]",818,595,[[open]],[["550,84"]],[["true,true"]]
"10.3993","nn",506,215,nn,nn,nn
"10.3994","nn",0,0,nn,nn,nn
"10.3995","nn",1054,610,nn,nn,nn
"10.3996","nn",1912,507,nn,nn,nn
"10.3997","nn",8738,903,nn,nn,nn
"10.2495","nn",5674,1997,nn,nn,nn
"10.24950","nn",0,0,nn,nn,nn
"10.24951","nn",1,0,nn,nn,nn
"10.24952","nn",0,0,nn,nn,nn
"10.24953","nn",43,8,nn,nn,nn
"10.24954","nn",0,0,nn,nn,nn
"10.24957","nn",0,0,nn,nn,nn
"10.24958","nn",0,0,nn,nn,nn
"10.24959","nn",2,0,nn,nn,nn
"10.2496","nn",511,468,nn,nn,nn
"10.24960","nn",5,0,nn,nn,nn
"10.24961","nn",1,1,nn,nn,nn
"10.24962","nn",0,0,nn,nn,nn
"10.24963","nn",466,0,nn,nn,nn
"10.24964","nn",0,0,nn,nn,nn
"10.24965","nn",9,0,nn,nn,nn
"10.24966","nn",26,3,nn,nn,nn
"10.24967","nn",0,0,nn,nn,nn
"10.24968","nn",0,0,nn,nn,nn
"10.24969","nn",0,0,nn,nn,nn
"10.2497","nn",4787,2462,nn,nn,nn
"10.21776","nn",110,41,nn,nn,nn
"10.21777","nn",0,0,nn,nn,nn
"10.21778","[[CRI Electronics (ID 9238)]]",3,0,[[open]],[["86,122"]],[["false,true"]]
"10.21779","nn",1,-1,nn,nn,nn
"10.2178","nn",3070,1958,nn,nn,nn
"10.21780","[[JSC Vniizht (ID 9242)]]",1,0,[[open]],[["42,115"]],[["false,true"]]
"10.21782","nn",2,0,nn,nn,nn
"10.21783","nn",2,0,nn,nn,nn
"10.21784","nn",0,0,nn,nn,nn
"10.21785","nn",8,1,nn,nn,nn
"10.21786","nn",0,1,nn,nn,nn
"10.21787","nn",4,0,nn,nn,nn
"10.21788","nn",0,0,nn,nn,nn
"10.21789","nn",7,0,nn,nn,nn
"10.2179","nn",996,191,nn,nn,nn
"10.21790","nn",3,0,nn,nn,nn
"10.21791","nn",1,1,nn,nn,nn
"10.21792","nn",1,-1,nn,nn,nn
"10.21793","nn",0,0,nn,nn,nn
"10.21794","nn",0,0,nn,nn,nn
"10.21795","nn",4,10,nn,nn,nn
"10.21796","nn",174,1,nn,nn,nn
"10.21798","nn",0,0,nn,nn,nn
"10.21799","nn",1,0,nn,nn,nn
"10.21800","[[FapUNIFESP (SciELO) (ID 530)]]",122,-27,[[open]],[["315009,35726"]],[["true,true"]]
"10.21801","nn",0,0,nn,nn,nn
"10.21802","nn",1,-1,nn,nn,nn
"10.21803","nn",1,0,nn,nn,nn
"10.21805","nn",190,76,nn,nn,nn
"10.21806","nn",0,0,nn,nn,nn
"10.21807","nn",0,0,nn,nn,nn
"10.21808","nn",0,0,nn,nn,nn
"10.21809","nn",70,96,nn,nn,nn
"10.2181","nn",147,43,nn,nn,nn
"10.21810","nn",0,0,nn,nn,nn
"10.21811","nn",0,0,nn,nn,nn
"10.21812","nn",9,0,nn,nn,nn
"10.21813","nn",1,4,nn,nn,nn
"10.21814","nn",27,1,nn,nn,nn
"10.2118","nn",165282,41951,nn,nn,nn
"10.1113","[[Wiley (ID 311)]]",710138,507822,[[open]],[["8172784,567515"]],[["true,true"]]
"10.5940","nn",704,553,nn,nn,nn
"10.5941","nn",1128,339,nn,nn,nn
"10.5942","nn",755,647,nn,nn,nn
"10.5943","nn",833,55,nn,nn,nn
"10.5944","nn",1068,147,nn,nn,nn
"10.3390","[[MDPI AG (ID 1968)]]",720280,319869,[[open]],[["91335,119346"]],[["true,true"]]
"10.1044","[[American Speech Language Hearing Association (ID 1310)]]",124537,58583,[[open]],[["23384,2478"]],[["true,true"]]
"10.1124","[[American Society for Pharmacology & Experimental Therapeutics (ASPET) (ID 36)]]",302207,234620,[[open]],[["17009,1149"]],[["true,false"]]
"10.31019","[[Turkiye Biyolojik Mucadele Dergisi (ID 15950)]]",0,0,[[open]],[["0,10"]],[["false,true"]]
"10.3102","nn",232835,46314,nn,nn,nn
"10.2516","[[EDP Sciences (ID 250)]]",6939,10592,[[open]],[["211166,37325"]],[["true,true"]]
"10.25160","nn",6,0,nn,nn,nn
"10.25161","nn",6,0,nn,nn,nn
"10.25162","nn",2,0,nn,nn,nn
"10.25163","nn",0,0,nn,nn,nn
"10.25164","nn",5,1,nn,nn,nn
"10.25165","nn",23,11,nn,nn,nn
"10.25167","nn",4,-1,nn,nn,nn
"10.25168","nn",0,0,nn,nn,nn
"10.2517","nn",1309,716,nn,nn,nn
"10.25170","nn",0,0,nn,nn,nn
"10.25171","nn",0,0,nn,nn,nn
"10.25173","nn",0,0,nn,nn,nn
"10.25174","nn",1,1,nn,nn,nn
"10.25175","nn",2,0,nn,nn,nn
"10.25176","nn",0,0,nn,nn,nn
"10.25177","nn",5,0,nn,nn,nn
"10.25178","nn",0,0,nn,nn,nn
"10.25179","nn",0,0,nn,nn,nn
"10.2518","nn",0,0,nn,nn,nn
"10.25180","nn",0,0,nn,nn,nn
"10.25181","nn",0,0,nn,nn,nn
"10.25182","nn",6,2,nn,nn,nn
"10.25184","nn",1,0,nn,nn,nn
"10.25185","nn",0,0,nn,nn,nn
"10.25186","nn",4,0,nn,nn,nn
"10.25187","nn",0,1,nn,nn,nn
"10.25188","nn",0,0,nn,nn,nn
"10.2519","nn",45791,23334,nn,nn,nn
"10.25190","nn",0,0,nn,nn,nn
"10.25191","nn",0,0,nn,nn,nn
"10.25192","nn",0,0,nn,nn,nn
"10.25193","nn",0,0,nn,nn,nn
"10.25195","nn",1,0,nn,nn,nn
"10.25196","nn",0,0,nn,nn,nn
"10.25198","nn",0,0,nn,nn,nn
"10.2520","nn",746,409,nn,nn,nn
"10.13109","nn",10176,79,nn,nn,nn
"10.1094","nn",368356,193411,nn,nn,nn
"10.5427","nn",69,27,nn,nn,nn
"10.5428","nn",60,11,nn,nn,nn
"10.5429","nn",35,-2,nn,nn,nn
"10.5430","nn",3090,222,nn,nn,nn
"10.5431","nn",393,65,nn,nn,nn
"10.4143","nn",6707,1802,nn,nn,nn
"10.4144","nn",235,158,nn,nn,nn
"10.4145","nn",63,5,nn,nn,nn
"10.4146","nn",33,8,nn,nn,nn
"10.4147","nn",7,1,nn,nn,nn
"10.4148","[[New Prairie Press (ID 2637)]]",1220,1237,[[open]],[["11402,774"]],[["true,false"]]
"10.3133","nn",1499,437,nn,nn,nn
"10.1067","[[Elsevier BV (ID 78)]]",338285,351224,[[closed]],[["15073575,1663799"]],[["true,true"]]
"10.1068","nn",194938,81625,nn,nn,nn
"10.2514","[[American Institute of Aeronautics and Astronautics (AIAA) (ID 1387)]]",781587,231149,[[open]],[["242781,16006"]],[["true,true"]]
"10.5059","nn",10079,7506,nn,nn,nn
"10.5070","nn",117,-13,nn,nn,nn
"10.5080","nn",12,4,nn,nn,nn
"10.5081","nn",1814,262,nn,nn,nn
"10.5082","[[XMLArchive (ID 3004)]]",4,0,[[open]],[["245,75"]],[["true,true"]]
"10.5083","nn",12,10,nn,nn,nn
"10.5085","nn",718,186,nn,nn,nn
"10.5087","nn",224,39,nn,nn,nn
"10.5088","nn",103,20,nn,nn,nn
"10.5089","[[International Monetary Fund (IMF) (ID 3029)]]",4761,10368,[[open]],[["16007,1469"]],[["true,true"]]
"10.29201","nn",0,0,nn,nn,nn
"10.29202","nn",48,-24,nn,nn,nn
"10.29203","nn",295,134,nn,nn,nn
"10.29207","nn",0,0,nn,nn,nn
"10.29208","nn",2,0,nn,nn,nn
"10.29209","nn",0,0,nn,nn,nn
"10.29210","nn",0,0,nn,nn,nn
"10.29211","nn",0,0,nn,nn,nn
"10.29212","nn",1,0,nn,nn,nn
"10.29213","nn",0,0,nn,nn,nn
"10.29214","nn",73,-3,nn,nn,nn
"10.29215","nn",0,0,nn,nn,nn
"10.29216","nn",0,0,nn,nn,nn
"10.29217","nn",0,0,nn,nn,nn
"10.29218","nn",0,0,nn,nn,nn
"10.29219","nn",5,3,nn,nn,nn
"10.29220","[[Communications for Statistical Applications and Methods (ID 11772)]]",1,0,[[open]],[["0,59"]],[["false,true"]]
"10.29221","nn",0,0,nn,nn,nn
"10.29222","nn",0,0,nn,nn,nn
"10.29223","nn",0,0,nn,nn,nn
"10.29224","nn",0,0,nn,nn,nn
"10.29225","nn",0,0,nn,nn,nn
"10.29226","nn",0,0,nn,nn,nn
"10.29227","nn",0,0,nn,nn,nn
"10.29229","nn",0,0,nn,nn,nn
"10.29230","nn",0,0,nn,nn,nn
"10.29232","nn",0,0,nn,nn,nn
"10.29233","nn",0,0,nn,nn,nn
"10.29234","nn",0,0,nn,nn,nn
"10.29235","[[Publishing House Belorusskaya Nauka (ID 11777)]]",1,0,[[open]],[["0,472"]],[["false,true"]]
"10.29236","nn",0,0,nn,nn,nn
"10.29237","nn",0,0,nn,nn,nn
"10.29238","nn",1,0,nn,nn,nn
"10.29239","nn",0,0,nn,nn,nn
"10.29240","nn",0,0,nn,nn,nn
"10.29241","nn",0,0,nn,nn,nn
"10.29242","nn",30,6,nn,nn,nn
"10.29244","nn",20,0,nn,nn,nn
"10.29245","nn",40,14,nn,nn,nn
"10.29246","nn",0,0,nn,nn,nn
"10.29247","nn",0,0,nn,nn,nn
"10.29248","nn",0,0,nn,nn,nn
"10.29249","nn",0,0,nn,nn,nn
"10.29250","nn",0,0,nn,nn,nn
"10.29251","nn",0,0,nn,nn,nn
"10.29252","nn",184,72,nn,nn,nn
"10.29253","nn",0,0,nn,nn,nn
"10.29254","nn",0,0,nn,nn,nn
"10.5794","nn",1022,1259,nn,nn,nn
"10.5795","nn",839,55,nn,nn,nn
"10.5796","nn",2915,2413,nn,nn,nn
"10.1507","nn",26767,19000,nn,nn,nn
"10.7788","nn",1825,48,nn,nn,nn
"10.17851","nn",109,-8,nn,nn,nn
"10.17852","nn",1,0,nn,nn,nn
"10.17853","nn",10,2,nn,nn,nn
"10.17854","nn",17,3,nn,nn,nn
"10.17855","nn",1,0,nn,nn,nn
"10.17856","nn",0,0,nn,nn,nn
"10.17857","nn",0,0,nn,nn,nn
"10.17858","nn",17,4,nn,nn,nn
"10.17859","nn",0,1,nn,nn,nn
"10.1786","nn",0,0,nn,nn,nn
"10.17860","nn",5,-1,nn,nn,nn
"10.2457","nn",608,94,nn,nn,nn
"10.2458","nn",4490,2966,nn,nn,nn
"10.22201","nn",172,-17,nn,nn,nn
"10.22202","nn",1,1,nn,nn,nn
"10.22203","nn",10593,8070,nn,nn,nn
"10.22204","[[Russian Foundation for Basic Research (ID 9462)]]",8,0,[[open]],[["34,82"]],[["false,true"]]
"10.22205","nn",43,102,nn,nn,nn
"10.22206","nn",10,3,nn,nn,nn
"10.22207","nn",16,9,nn,nn,nn
"10.22208","nn",0,0,nn,nn,nn
"10.22209","[[Corporacion Universitaria Remington (ID 9478)]]",0,1,[[open]],[["30,294"]],[["true,true"]]
"10.2221","nn",1358,668,nn,nn,nn
"10.7554","[[eLife Sciences Publications, Ltd (ID 4374)]]",47193,22472,[[open]],[["3254,2939"]],[["true,true"]]
"10.24033","nn",11580,20175,nn,nn,nn
"10.24034","nn",2,0,nn,nn,nn
"10.24035","nn",2,0,nn,nn,nn
"10.24036","nn",12,-2,nn,nn,nn
"10.24037","nn",0,0,nn,nn,nn
"10.24038","nn",0,0,nn,nn,nn
"10.24039","nn",0,0,nn,nn,nn
"10.24040","nn",3,-2,nn,nn,nn
"10.24041","nn",0,0,nn,nn,nn
"10.24042","nn",0,0,nn,nn,nn
"10.24043","nn",26,6,nn,nn,nn
"10.24044","nn",0,0,nn,nn,nn
"10.24045","nn",0,0,nn,nn,nn
"10.24046","nn",10,3,nn,nn,nn
"10.24047","nn",1,0,nn,nn,nn
"10.24048","nn",12,3,nn,nn,nn
"10.24049","nn",0,0,nn,nn,nn
"10.24050","nn",2,0,nn,nn,nn
"10.24051","nn",3,1,nn,nn,nn
"10.24052","nn",1,1,nn,nn,nn
"10.24053","nn",8,0,nn,nn,nn
"10.24054","nn",3,-1,nn,nn,nn
"10.24055","nn",0,0,nn,nn,nn
"10.24056","nn",1,0,nn,nn,nn
"10.24057","[[Faculty of Geography Lomonosov Moscow State University (ID 10137)]]",66,25,[[open]],[["757,266"]],[["false,true"]]
"10.24058","nn",0,1,nn,nn,nn
"10.24059","nn",284,-24,nn,nn,nn
"10.24060","[[Bashkir State Medical University (ID 10159)]]",4,0,[[open]],[["0,78"]],[["false,true"]]
"10.24061","nn",0,0,nn,nn,nn
"10.24062","nn",2,0,nn,nn,nn
"10.24064","nn",0,0,nn,nn,nn
"10.24065","nn",0,0,nn,nn,nn
"10.24066","nn",2,0,nn,nn,nn
"10.1378","nn",382798,443505,nn,nn,nn
"10.1212","nn",802777,523399,nn,nn,nn
"10.1243","[[SAGE Publications (ID 179)]]",103589,67266,[[open]],[["2167219,146411"]],[["true,true"]]
"10.1081","[[Informa UK Limited (ID 301)]]",194493,167010,[[open]],[["4299998,512670"]],[["true,true"]]
"10.1364","[[The Optical Society (ID 285)]]",1528583,1564879,[[open]],[["241801,30809"]],[["true,true"]]
"10.12943","nn",46,40,nn,nn,nn
"10.12944","nn",740,24,nn,nn,nn
"10.12945","nn",109,116,nn,nn,nn
"10.12946","nn",75,3,nn,nn,nn
"10.12947","nn",0,0,nn,nn,nn
"10.12948","nn",127,18,nn,nn,nn
"10.12949","nn",19,8,nn,nn,nn
"10.1295","nn",41815,36179,nn,nn,nn
"10.1107","[[International Union of Crystallography (IUCr) (ID 329)]]",654811,705429,[[open]],[["138449,5742"]],[["true,true"]]
"10.1084","[[Rockefeller University Press (ID 291)]]",740012,796194,[[open]],[["57526,1494"]],[["true,true"]]
"10.1126","[[American Association for the Advancement of Science (AAAS) (ID 221)]]",5204267,4372753,[[open]],[["272232,13801"]],[["true,true"]]
"10.1206","nn",10875,3030,nn,nn,nn
"10.1207","[[Informa UK Limited (ID 301)]]",559884,218937,[[limited]],[["4299998,512670"]],[["true,true"]]
"10.3758","[[Springer Nature (ID 297)]]",451128,204014,[[open]],[["11021468,1230426"]],[["true,true"]]
"10.21650","nn",0,0,nn,nn,nn
"10.17105","nn",307,66,nn,nn,nn
"10.17106","nn",11,13,nn,nn,nn
"10.17107","nn",0,0,nn,nn,nn
"10.17108","nn",0,0,nn,nn,nn
"10.17109","nn",62,7,nn,nn,nn
"10.17110","nn",38,-1,nn,nn,nn
"10.17111","nn",3,9,nn,nn,nn
"10.17112","nn",4,1,nn,nn,nn
"10.2113","nn",77219,130931,nn,nn,nn
"10.12968","[[Mark Allen Group (ID 5130)]]",82829,19689,[[open]],[["79264,11230"]],[["true,true"]]
"10.12969","nn",0,0,nn,nn,nn
"10.1297","nn",680,190,nn,nn,nn
"10.12970","nn",103,34,nn,nn,nn
"10.12971","nn",39,4,nn,nn,nn
"10.12972","nn",45,3,nn,nn,nn
"10.12973","nn",996,83,nn,nn,nn
"10.12974","nn",97,28,nn,nn,nn
"10.12975","nn",0,0,nn,nn,nn
"10.12976","nn",72,8,nn,nn,nn
"10.12977","nn",7,-1,nn,nn,nn
"10.12978","nn",6,0,nn,nn,nn
"10.12979","nn",0,0,nn,nn,nn
"10.1298","nn",163,60,nn,nn,nn
"10.12980","nn",868,387,nn,nn,nn
"10.1061","nn",622830,313727,nn,nn,nn
"10.14219","[[Elsevier BV (ID 78)]]",72372,46431,[[closed]],[["15073575,1663799"]],[["true,true"]]
"10.14527","nn",25,7,nn,nn,nn
"10.14528","nn",4,4,nn,nn,nn
"10.14529","nn",376,-65,nn,nn,nn
"10.14530","nn",7,-1,nn,nn,nn
"10.14531","[[ANO Clinic of NNIITO (ID 5655)]]",44,-1,[[open]],[["495,126"]],[["true,true"]]
"10.14532","nn",8,4,nn,nn,nn
"10.14533","nn",4,0,nn,nn,nn
"10.14534","nn",8,7,nn,nn,nn
"10.14568","nn",22,9,nn,nn,nn
"10.14569","nn",1906,107,nn,nn,nn
"10.21690","nn",0,0,nn,nn,nn
"10.21691","nn",0,0,nn,nn,nn
"10.21692","nn",4,0,nn,nn,nn
"10.21693","nn",7,0,nn,nn,nn
"10.21694","nn",2,0,nn,nn,nn
"10.21695","nn",0,0,nn,nn,nn
"10.21696","nn",0,0,nn,nn,nn
"10.21697","nn",3,3,nn,nn,nn
"10.21698","nn",1,1,nn,nn,nn
"10.21699","nn",42,25,nn,nn,nn
"10.2170","nn",15041,14957,nn,nn,nn
"10.21700","nn",4,0,nn,nn,nn
"10.21701","nn",7,-1,nn,nn,nn
"10.21702","nn",0,0,nn,nn,nn
"10.21703","nn",8,-3,nn,nn,nn
"10.12981","nn",0,0,nn,nn,nn
"10.12982","nn",17,9,nn,nn,nn
"10.12983","nn",138,33,nn,nn,nn
"10.12984","nn",13,6,nn,nn,nn
"10.12985","nn",39,1,nn,nn,nn
"10.12986","nn",2,0,nn,nn,nn
"10.12987","nn",4891,44,nn,nn,nn
"10.12988","nn",3275,220,nn,nn,nn
"10.5772","[[IntechOpen (ID 3774)]]",35512,4223,[[open]],[["45133,11257"]],[["true,true"]]
"10.2166","nn",50309,51633,nn,nn,nn
"10.18356","nn",5183,940,nn,nn,nn
"10.18357","nn",450,23,nn,nn,nn
"10.18358","nn",13,6,nn,nn,nn
"10.18359","nn",187,8,nn,nn,nn
"10.18361","nn",1,0,nn,nn,nn
"10.18362","nn",16,16,nn,nn,nn
"10.18363","nn",11,1,nn,nn,nn
"10.18364","nn",1,0,nn,nn,nn
"10.18366","nn",2,0,nn,nn,nn
"10.18367","nn",0,0,nn,nn,nn
"10.18368","nn",0,0,nn,nn,nn
"10.18369","nn",2,0,nn,nn,nn
"10.18370","nn",8,-1,nn,nn,nn
"10.18371","nn",2,0,nn,nn,nn
"10.5222","nn",109,37,nn,nn,nn
"10.5223","nn",736,184,nn,nn,nn
"10.5224","nn",4,0,nn,nn,nn
"10.5225","nn",18,0,nn,nn,nn
"10.5226","nn",67,20,nn,nn,nn
"10.5227","nn",455,38,nn,nn,nn
"10.5228","nn",811,33,nn,nn,nn
"10.5229","nn",681,397,nn,nn,nn
"10.5230","nn",1991,535,nn,nn,nn
"10.5231","nn",92,21,nn,nn,nn
"10.5232","nn",238,-5,nn,nn,nn
"10.5233","nn",39,-11,nn,nn,nn
"10.5234","nn",23,5,nn,nn,nn
"10.5235","nn",1279,76,nn,nn,nn
"10.5241","nn",35,4,nn,nn,nn
"10.5242","nn",22,15,nn,nn,nn
"10.5243","nn",555,106,nn,nn,nn
"10.5771","nn",12460,51,nn,nn,nn
"10.6009","nn",1093,361,nn,nn,nn
"10.6010","nn",204,156,nn,nn,nn
"10.6011","nn",0,0,nn,nn,nn
"10.6012","nn",10,1,nn,nn,nn
"10.6013","nn",776,1151,nn,nn,nn
"10.2355","nn",66853,44235,nn,nn,nn
"10.2378","nn",642,61,nn,nn,nn
"10.23822","nn",22,0,nn,nn,nn
"10.23834","nn",0,0,nn,nn,nn
"10.23835","nn",1,0,nn,nn,nn
"10.23836","nn",0,0,nn,nn,nn
"10.23837","nn",0,0,nn,nn,nn
"10.23838","nn",6,1,nn,nn,nn
"10.23839","nn",3,0,nn,nn,nn
"10.23840","nn",143,22,nn,nn,nn
"10.23841","nn",105,37,nn,nn,nn
"10.7314","nn",31944,5885,nn,nn,nn
"10.7315","nn",177,35,nn,nn,nn
"10.7316","nn",249,39,nn,nn,nn
"10.7317","nn",303,132,nn,nn,nn
"10.7318","nn",709,-15,nn,nn,nn
"10.7319","nn",166,3,nn,nn,nn
"10.7320","nn",66,10,nn,nn,nn
"10.7321","nn",21,9,nn,nn,nn
"10.7322","nn",331,33,nn,nn,nn
"10.7323","nn",39,4,nn,nn,nn
"10.7324","nn",691,226,nn,nn,nn
"10.7325","nn",51,14,nn,nn,nn
"10.7326","nn",635913,445567,nn,nn,nn
"10.1095","nn",196575,192013,nn,nn,nn
"10.1096","[[FASEB (ID 86)]]",191113,108051,[[open]],[["10250,1488"]],[["true,true"]]
"10.2493","nn",4893,1984,nn,nn,nn
"10.1029","[[American Geophysical Union (AGU) (ID 13)]]",3355483,2062296,[[open]],[["204761,15726"]],[["true,true"]]
"10.14410","nn",1,0,nn,nn,nn
"10.14411","[[Biology Centre, AS CR (ID 5546)]]",14558,3951,[[open]],[["2394,203"]],[["true,true"]]
"10.4186","nn",519,363,nn,nn,nn
"10.4187","nn",6476,2945,nn,nn,nn
"10.4188","nn",1966,380,nn,nn,nn
"10.4189","nn",39,11,nn,nn,nn
"10.1118","[[Wiley (ID 311)]]",217558,80660,[[open]],[["8172784,567515"]],[["true,true"]]
"10.15358","nn",2184,81,nn,nn,nn
"10.2206","nn",988,786,nn,nn,nn
"10.2207","nn",5811,1340,nn,nn,nn
"10.13032","nn",25,9,nn,nn,nn
"10.1121","nn",499782,221981,nn,nn,nn
"10.13052","nn",276,51,nn,nn,nn
"10.6028","[[National Institute of Standards and Technology (NIST) (ID 4068)]]",64581,43494,[[open]],[["25541,428"]],[["true,true"]]
"10.4244","nn",16827,10247,nn,nn,nn
"10.4245","nn",36,2,nn,nn,nn
"10.4246","nn",0,0,nn,nn,nn
"10.4247","nn",22,7,nn,nn,nn
"10.4248","nn",1578,571,nn,nn,nn
"10.4249","nn",3626,899,nn,nn,nn
"10.4250","nn",917,428,nn,nn,nn
"10.4251","[[Baishideng Publishing Group Inc. (ID 2060)]]",2716,838,[[open]],[["33201,4139"]],[["true,true"]]
"10.4252","[[Baishideng Publishing Group Inc. (ID 2060)]]",3145,1020,[[open]],[["33201,4139"]],[["true,true"]]
"10.4253","[[Baishideng Publishing Group Inc. (ID 2060)]]",3005,956,[[open]],[["33201,4139"]],[["true,true"]]
"10.4254","[[Baishideng Publishing Group Inc. (ID 2060)]]",6703,2160,[[open]],[["33201,4139"]],[["true,true"]]
"10.4255","nn",171,103,nn,nn,nn
"10.4256","nn",457,10,nn,nn,nn
"10.4257","nn",1319,189,nn,nn,nn
"10.4258","nn",1491,355,nn,nn,nn
"10.4259","nn",39,5,nn,nn,nn
"10.12688","[[F1000 Research, Ltd. (ID 4950)]]",5186,1311,[[open]],[["2712,2886"]],[["true,true"]]
"10.12689","nn",7,0,nn,nn,nn
"10.1269","nn",11881,7065,nn,nn,nn
"10.12690","nn",1,1,nn,nn,nn
"10.12691","nn",1949,623,nn,nn,nn
"10.12692","nn",344,98,nn,nn,nn
"10.12693","nn",14453,8315,nn,nn,nn
"10.1290","nn",3339,2505,nn,nn,nn
"10.1291","nn",20983,10294,nn,nn,nn
